SampleID,PlateNo,Species,ACE2_genotype,Locality,Latitude,Longitude,GenePopID,GenePop
ROCMD011,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD011,",001001
ROCMD012,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD012,",001001
ROCMD013,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD013,",001001
ROCMD014,#02,hybrid,Cxp/Cxq,"Rockville, MD",39.057753,-77.130547,"ROCMD014,",001002
ROCMD015,#02,hybrid,Cxp/Cxq,"Rockville, MD",39.057753,-77.130547,"ROCMD015,",001002
ROCMD016,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD016,",001001
ROCMD017,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD017,",001001
ROCMD018,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD018,",001001
ROCMD019,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD019,",001001
ROCMD020,#02,Culex pipiens pipiens,Cxp/Cxp,"Rockville, MD",39.057753,-77.130547,"ROCMD020,",001001
SLCUT001,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT001,",001002
SLCUT002,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT002,",001002
SLCUT003,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT003,",001002
SLCUT004,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT004,",002002
SLCUT005,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT005,",002002
SLCUT006,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT006,",001002
SLCUT007,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT007,",001002
SLCUT008,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT008,",002002
SLCUT009,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT009,",001002
SLCUT010,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT010,",001002
SLCUT011,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT011,",001002
SLCUT012,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT012,",001002
SLCUT013,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT013,",002002
SLCUT014,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT014,",001002
SLCUT015,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT015,",002002
SLCUT016,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT016,",002002
SLCUT017,#01,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT017,",002002
SLCUT018,#01,hybrid,Cxp/Cxq,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT018,",001002
SLCUT019,#01,Culex pipiens pipiens,Cxp/Cxp,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT019,",001001
SLCUT020,#01,Culex pipiens pipiens,Cxp/Cxp,"Salt Lake City, UT (mix of sites)",40.74804853,-111.9678782,"SLCUT020,",001001
SLCUT021,#03,hybrid,Cxp/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT021,",001002
SLCUT022,#03,hybrid,Cxp/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT022,",001002
SLCUT023,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT023,",002002
SLCUT024,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT024,",002002
SLCUT025,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT025,",002002
SLCUT026,#03,NA,NA,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT026,",000000
SLCUT027,#03,hybrid,Cxp/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT027,",001002
SLCUT028,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT028,",002002
SLCUT029,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT029,",002002
SLCUT030,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT030,",002002
SLCUT031,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT031,",002002
SLCUT032,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT032,",002002
SLCUT033,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT033,",002002
SLCUT034,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT034,",002002
SLCUT035,#03,hybrid,Cxp/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT035,",001002
SLCUT036,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT036,",002002
SLCUT037,#03,hybrid,Cxp/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT037,",001002
SLCUT038,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT038,",002002
SLCUT039,#03,hybrid,Cxp/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT039,",001002
SLCUT040,#03,Culex quinquefasciatus,Cxq/Cxq,"Salt Lake City, UT (Sugarhouse colony)",40.71282617,-111.8525808,"SLCUT040,",002002
SOMNJ001,#04,NA,NA,"Somerset, NJ",40.533576,-74.586099,"SOMNJ001,",000000
SOMNJ002,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ002,",001001
SOMNJ003,#04,hybrid,Cxp/Cxq,"Somerset, NJ",40.533576,-74.586099,"SOMNJ003,",001002
SOMNJ004,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ004,",001001
SOMNJ005,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ005,",001001
SOMNJ006,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ006,",001001
SOMNJ007,#04,hybrid,Cxp/Cxq,"Somerset, NJ",40.533576,-74.586099,"SOMNJ007,",001002
SOMNJ008,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ008,",001001
SOMNJ009,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ009,",001001
SOMNJ010,#04,NA,NA,"Somerset, NJ",40.533576,-74.586099,"SOMNJ010,",000000
SOMNJ011,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ011,",001001
SOMNJ012,#04,NA,NA,"Somerset, NJ",40.533576,-74.586099,"SOMNJ012,",000000
SOMNJ013,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ013,",001001
SOMNJ014,#04,NA,NA,"Somerset, NJ",40.533576,-74.586099,"SOMNJ014,",000000
SOMNJ015,#04,NA,NA,"Somerset, NJ",40.533576,-74.586099,"SOMNJ015,",000000
SOMNJ016,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ016,",001001
SOMNJ017,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ017,",001001
SOMNJ018,#04,hybrid,Cxp/Cxq,"Somerset, NJ",40.533576,-74.586099,"SOMNJ018,",001002
SOMNJ019,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ019,",001001
SOMNJ020,#04,Culex pipiens pipiens,Cxp/Cxp,"Somerset, NJ",40.533576,-74.586099,"SOMNJ020,",001001
SUTCA001,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA001,",001001
SUTCA002,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA002,",001002
SUTCA003,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA003,",001001
SUTCA004,#02,NA,NA,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA004,",000000
SUTCA005,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA005,",001001
SUTCA006,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA006,",001002
SUTCA007,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA007,",001001
SUTCA008,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA008,",001001
SUTCA009,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA009,",001002
SUTCA010,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA010,",001002
SUTCA011,#02,Culex quinquefasciatus,Cxq/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA011,",002002
SUTCA012,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA012,",001001
SUTCA013,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA013,",001002
SUTCA014,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA014,",001002
SUTCA015,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA015,",001001
SUTCA016,#02,NA,NA,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA016,",000000
SUTCA017,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA017,",001001
SUTCA018,#02,Culex pipiens pipiens,Cxp/Cxp,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA018,",001001
SUTCA019,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA019,",001002
SUTCA020,#02,hybrid,Cxp/Cxq,"Sutter-Yuba, CA",39.166466,-121.598446,"SUTCA020,",001002
USUUT001,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT001,",001001
USUUT002,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT002,",001001
USUUT003,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT003,",001001
USUUT004,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT004,",001001
USUUT005,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT005,",001001
USUUT006,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT006,",001001
USUUT007,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT007,",001001
USUUT008,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT008,",001001
USUUT009,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT009,",001001
USUUT010,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT010,",001001
USUUT011,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT011,",001001
USUUT012,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT012,",001001
USUUT013,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT013,",001001
USUUT014,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT014,",001001
USUUT015,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT015,",001001
USUUT016,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT016,",001001
USUUT017,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT017,",001001
USUUT018,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT018,",001001
USUUT019,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT019,",001001
USUUT020,#03,Culex pipiens pipiens,Cxp/Cxp,"Cache, UT (Hyde Park)",41.79696,-111.82005,"USUUT020,",001001
